"rule_id","project_id","rule_order","rule_name","rule_logic","real_time_execute"
"1251","36","30","CREAT Imported value/units out of range (0.2 - 6) mg/dL","[creat_im_lborres] != '' AND [creat_im_lborresu] != '' AND [creat_im_lbstresn] != '' AND [creat_im_nxtrust] != 'N' AND (([creat_im_lbstresn] < .2 OR [creat_im_lbstresn] > 6) OR (([creat_im_lbstresn] < .4 OR [creat_im_lbstresn] > 3) AND [creat_im_lborres] != [creat_im_lbstresn]))","0"
"1025","26","31","TBIL Imported value/units out of range (0.05 - 55) mg/dL","[tbil_im_lborres] != '' AND 
[tbil_im_lborresu] != '' AND 
[tbil_im_lbstresn] != '' AND 
[tbil_im_nxtrust] != 'N' AND 
(([tbil_im_lbstresn] < 0.05 OR [tbil_im_lbstresn] > 55)
OR 
(([tbil_im_lbstresn] < 0.1 OR [tbil_im_lbstresn] > 10) AND [tbil_im_lborres] != [tbil_im_lbstresn]))","0"
"797","31","31","Missing baseline ALB","[dm_rfstdtc] != '' AND [alb_supplb_lbdtbl] = ''","0"
"1143","36","31","HGB value/units out of range (4.5 - 22) g/dL","([hemo_lborres] != '' AND [hemo_lbstresn] != '' AND ([hemo_lbstresn] < 4.5 OR [hemo_lbstresn] > 22) AND [cbc_nximport] != 'Y') OR ([hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND [hemo_lborres] != [hemo_lbstresn]) AND [cbc_nximport] != 'Y')","0"
"1680","38","31","HGB value out of range (6 - 19) g/dL","[hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND !([hemo_lbstresn] < 3 OR [hemo_lbstresn] > 38)) AND [hemo_lborres] = [hemo_lbstresn]","0"
"672","28","31","TVR stop date cannot be prior to TX start.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [baseline_arm_1][dm_rfstdtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] < [baseline_arm_1][dm_rfstdtc]","1"
"171","21","31","TVR stop date cannot be prior to TX start.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [baseline_arm_1][dm_rfstdtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] < [baseline_arm_1][dm_rfstdtc]","1"
"798","31","32","Missing baseline HGB","[dm_rfstdtc] != '' AND [hemo_supplb_lbdtbl] = ''","0"
"1657","38","32","TBIL value/units out of range (0.05 - 55) mg/dL","(([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND ([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 55)) OR ( ([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND [tbil_lborres] != [tbil_lbstresn]))","0"
"673","28","32","TVR stop date cannot be prior to TVR start date.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] != '' AND [baseline_arm_1][tvr_cmstdtc] > [wk_12eot_arm_1][tvr_cmendtc]","1"
"172","21","32","TVR stop date cannot be prior to TVR start date.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] != '' AND [baseline_arm_1][tvr_cmstdtc] > [wk_12eot_arm_1][tvr_cmendtc]","1"
"722","26","32","TBIL value out of range (0.1 - 10) mg/dL","[tbil_lborres] != '' AND [tbil_lbstresn] != '' AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND !([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 14)) AND [tbil_lborres] = [tbil_lbstresn] AND [chem_nximport] != 'Y'","0"
"1247","36","32","HGB Imported value/units out of range (4.5 - 22) g/dL","[hemo_im_lborres] != '' AND [hemo_im_lborresu] != '' AND [hemo_im_lbstresn] != '' AND [hemo_im_nxtrust] != 'N'
AND (([hemo_im_lbstresn] != '' AND ([hemo_im_lbstresn] < 4.5 OR [hemo_im_lbstresn] > 22))
OR (([hemo_im_lbstresn] < 6 OR [hemo_im_lbstresn] > 19) AND [hemo_im_lborres] != [hemo_im_lbstresn]))","0"
"799","31","33","Missing baseline PLT","[dm_rfstdtc] != '' AND [plat_supplb_lbdtbl] = ''","0"
"362","26","33","ALB value/units out of range (1 - 12) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 12) OR (([alb_lbstresn] < 2 OR [alb_lbstresn] > 6) AND [alb_lborres] != [alb_lbstresn])) AND [chem_nximport] != 'Y'","0"
"1169","36","33","HGB value out of range (6 - 19) g/dL","[hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND !([hemo_lbstresn] < 3 OR [hemo_lbstresn] > 38)) AND [hemo_lborres] = [hemo_lbstresn] AND [cbc_nximport] != 'Y'","0"
"674","28","33","TVR stop date cannot be after EOT date.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [wk_12eot_arm_1][eot_dsstdtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] > [wk_12eot_arm_1][eot_dsstdtc]","1"
"173","21","33","TVR stop date cannot be after EOT date.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [wk_12eot_arm_1][eot_dsstdtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] > [wk_12eot_arm_1][eot_dsstdtc]","1"
"1760","38","33","TBIL Imported value/units out of range (0.05 - 55) mg/dL","[tbil_im_lborres] != '' AND 
[tbil_im_lborresu] != '' AND 
[tbil_im_lbstresn] != '' AND 
[tbil_im_nxtrust] != 'N' AND 
(([tbil_im_lbstresn] < 0.05 OR [tbil_im_lbstresn] > 55)
OR 
(([tbil_im_lbstresn] < 0.1 OR [tbil_im_lbstresn] > 10) AND [tbil_im_lborres] != [tbil_im_lbstresn]))","0"
"1028","26","34","ALB Imported value/units out of range (1 - 12) g/dL","[alb_im_lborres] != '' AND [alb_im_lborresu] != '' AND [alb_im_lbstresn] != '' AND [alb_im_nxtrust] != 'N' AND (([alb_im_lbstresn] < 1 OR [alb_im_lbstresn] > 12) OR (([alb_im_lbstresn] < 2 OR [alb_im_lbstresn] > 6) AND [alb_im_lborres] != [alb_im_lbstresn]))","0"
"801","31","34","Clinical: WBC out of range (1 - 11) 10^3/uL","[wbc_lborres] != '' AND [wbc_lbstresn] != '' AND [wbc_lborres] = [wbc_lbstresn] AND (([wbc_lbstresn] < 1.0 OR [wbc_lbstresn] > 12) AND !([wbc_lbstresn] < 0.5 OR [wbc_lbstresn] > 24)) AND [wbc_lborres] = [wbc_lbstresn]","0"
"1146","36","34","TBIL value/units out of range (0.05 - 55) mg/dL","(([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND ([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 55) AND [chem_nximport] != 'Y' ) OR ( ([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND [tbil_lborres] != [tbil_lbstresn]) AND [chem_nximport] != 'Y')","0"
"1683","38","34","TBIL value out of range (0.1 - 10) mg/dL","[tbil_lborres] != '' AND [tbil_lbstresn] != '' AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND !([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 14)) AND [tbil_lborres] = [tbil_lbstresn]","0"
"675","28","34","TVR discon reason (Lack of Efficacy) doesn't match SOF.","([tvr_suppcm_cmadj] = 'LACK_OF_EFFICACY' AND [sof_suppcm_cmadj] != '') AND ([sof_suppcm_cmadj] != [tvr_suppcm_cmadj])","1"
"175","21","34","TVR discon reason (Lack of Efficacy) doesn't match SOF.","([tvr_suppcm_cmadj] = 'LACK_OF_EFFICACY' AND [sof_suppcm_cmadj] != '') AND ([sof_suppcm_cmadj] != [tvr_suppcm_cmadj])","1"
"802","31","35","Clinical: NEUT% out of range (25 - 80) %","[neut_lborres] != '' AND [neut_lbstresn] != '' AND (([neut_lbstresn] < 21 OR [neut_lbstresn] > 90) AND !([neut_lbstresn] < 11.5 OR [neut_lbstresn] > 100)) AND [neut_lborres] = [neut_lbstresn]","0"
"1658","38","35","ALB value/units out of range (1 - 12) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 12) OR (([alb_lbstresn] < 2 OR [alb_lbstresn] > 6) AND [alb_lborres] != [alb_lbstresn]))","0"
"676","28","35","TVR discon reason (Lack of Efficacy) doesn't match EOT.","([tvr_suppcm_cmadj] = 'LACK_OF_EFFICACY' AND [eot_dsncomplt] != '') AND ([tvr_suppcm_cmadj] != [eot_dsncomplt])","1"
"176","21","35","TVR discon reason (Lack of Efficacy) doesn't match EOT.","([tvr_suppcm_cmadj] = 'LACK_OF_EFFICACY' AND [eot_dsncomplt] != '') AND ([tvr_suppcm_cmadj] != [eot_dsncomplt])","1"
"723","26","35","ALB value out of range (1 - 7) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 7) AND !([alb_lbstresn] < 0.5 OR [alb_lbstresn] > 14)) AND [alb_lborres] = [alb_lbstresn] AND [chem_nximport] != 'Y'","0"
"1249","36","35","TBIL Imported value/units out of range (0.05 - 55) mg/dL","[tbil_im_lborres] != '' AND 
[tbil_im_lborresu] != '' AND 
[tbil_im_lbstresn] != '' AND 
[tbil_im_nxtrust] != 'N' AND 
(([tbil_im_lbstresn] < 0.05 OR [tbil_im_lbstresn] > 55)
OR 
(([tbil_im_lbstresn] < 0.1 OR [tbil_im_lbstresn] > 10) AND [tbil_im_lborres] != [tbil_im_lbstresn]))","0"
"803","31","36","Clinical: ANC out of range (.35 - 8.0) 10^3/uL","[anc_lborres] != '' AND [anc_lbstresn] != '' AND (([anc_lbstresn] < .35 OR [anc_lbstresn] > 8.0) AND !([anc_lbstresn] < .175 OR [anc_lbstresn] > 16)) AND [anc_lborres] = [anc_lbstresn] AND [anc_lborres] < 1000","0"
"357","26","36","PLT value/units out of range (12.5 - 1100) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND ((([plat_lbstresn] < 12.5 OR [plat_lbstresn] > 1100) OR (([plat_lbstresn] < 25 OR [plat_lbstresn] > 550) AND [plat_lborres] != [plat_lbstresn]))) AND [cbc_nximport] != 'Y'","0"
"1172","36","36","TBIL value out of range (0.1 - 10) mg/dL","[tbil_lborres] != '' AND [tbil_lbstresn] != '' AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND !([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 14)) AND [tbil_lborres] = [tbil_lbstresn] AND [chem_nximport] != 'Y'","0"
"677","28","36","TVR discon reason (Adverse Event) doesn't match EOT.","([tvr_suppcm_cmadj] = 'ADVERSE_EVENT' AND [eot_dsncomplt] != '') AND ([tvr_suppcm_cmadj] != [eot_dsncomplt])","1"
"177","21","36","TVR discon reason (Adverse Event) doesn't match EOT.","([tvr_suppcm_cmadj] = 'ADVERSE_EVENT' AND [eot_dsncomplt] != '') AND ([tvr_suppcm_cmadj] != [eot_dsncomplt])","1"
"1763","38","36","ALB Imported value/units out of range (1 - 12) g/dL","[alb_im_lborres] != '' AND [alb_im_lborresu] != '' AND [alb_im_lbstresn] != '' AND [alb_im_nxtrust] != 'N' AND (([alb_im_lbstresn] < 1 OR [alb_im_lbstresn] > 12) OR (([alb_im_lbstresn] < 2 OR [alb_im_lbstresn] > 6) AND [alb_im_lborres] != [alb_im_lbstresn]))","0"
"1024","26","37","PLT Imported value/units out of range (12.5 - 1100) 10^3/uL","[plat_im_lborres] != '' AND [plat_im_lborresu] != '' AND [plat_im_lbstresn] != '' AND [plat_im_nxtrust] != 'N' AND (([plat_im_lbstresn] < 12.5 OR [plat_im_lbstresn] > 1100) OR (([plat_im_lbstresn] < 25 OR [plat_im_lbstresn] > 550) AND [plat_im_lborres] != [plat_im_lbstresn]))","0"
"815","31","37","Clinical: LYM% out of range (10 - 60) %","[lymce_lborres] != '' AND [lymce_lbstresn] != '' AND (([lymce_lbstresn] < 10 OR [lymce_lbstresn] > 60) AND !([lymce_lbstresn] < 5 OR [lymce_lbstresn] > 100)) AND [lymce_lborres] = [lymce_lbstresn] AND [lymce_lborres] < 100","0"
"1147","36","37","ALB value/units out of range (1 - 12) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 12) OR (([alb_lbstresn] < 2 OR [alb_lbstresn] > 6) AND [alb_lborres] != [alb_lbstresn])) AND [chem_nximport] != 'Y'","0"
"1684","38","37","ALB value out of range (1 - 7) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 7) AND !([alb_lbstresn] < 0.5 OR [alb_lbstresn] > 14)) AND [alb_lborres] = [alb_lbstresn]","0"
"678","28","37","TVR discon reason (Other) doesn't match EOT.","([tvr_oth_suppcm_cmadj] != '' AND [dis_oth_suppds_dsncomplt] != '') AND ([tvr_oth_suppcm_cmadj] != [dis_oth_suppds_dsncomplt])","1"
"178","21","37","TVR discon reason (Other) doesn't match EOT.","([tvr_oth_suppcm_cmadj] != '' AND [dis_oth_suppds_dsncomplt] != '') AND ([tvr_oth_suppcm_cmadj] != [dis_oth_suppds_dsncomplt])","1"
"804","31","38","Clinical: LYM abs out of range (0.4 - 5) 10^3/uL","[lym_lborres] != '' AND [lym_lbstresn] != '' AND (([lym_lbstresn] < .4 OR [lym_lbstresn] > 5.0) AND !([lym_lbstresn] < .2 OR [lym_lbstresn] > 10)) AND [lym_lborres] = [lym_lbstresn] AND [lym_lborres] < 1000","0"
"1653","38","38","PLT value/units out of range (12.5 - 1100) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND ((([plat_lbstresn] < 12.5 OR [plat_lbstresn] > 1100) OR (([plat_lbstresn] < 25 OR [plat_lbstresn] > 550) AND [plat_lborres] != [plat_lbstresn])))","0"
"679","28","38","TVR discon AE doesn't match EOT.","([tvr_suppcm_cmncmpae] != '' AND [dis_suppds_ncmpae] != '') AND ([tvr_suppcm_cmncmpae] != [dis_suppds_ncmpae])","1"
"179","21","38","TVR discon AE doesn't match EOT.","([tvr_suppcm_cmncmpae] != '' AND [dis_suppds_ncmpae] != '') AND ([tvr_suppcm_cmncmpae] != [dis_suppds_ncmpae])","1"
"718","26","38","PLT value out of range (22 - 550) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND (([plat_lbstresn] < 22 OR [plat_lbstresn] > 550) AND !([plat_lbstresn] < 11 OR [plat_lbstresn] > 1100)) AND [plat_lborres] = [plat_lbstresn] AND [cbc_nximport] != 'Y'","0"
"1252","36","38","ALB Imported value/units out of range (1 - 12) g/dL","[alb_im_lborres] != '' AND [alb_im_lborresu] != '' AND [alb_im_lbstresn] != '' AND [alb_im_nxtrust] != 'N' AND (([alb_im_lbstresn] < 1 OR [alb_im_lbstresn] > 12) OR (([alb_im_lbstresn] < 2 OR [alb_im_lbstresn] > 6) AND [alb_im_lborres] != [alb_im_lbstresn]))","0"
"805","31","39","Clinical: PLT out of range (25 - 550) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND (([plat_lbstresn] < 25 OR [plat_lbstresn] > 550) AND !([plat_lbstresn] < 12.5 OR [plat_lbstresn] > 1100)) AND [plat_lborres] = [plat_lbstresn]","0"
"359","26","39","ALT value/units out of range (2.5 - 1000) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 2.5 OR [alt_lbstresn] > 1000) OR (([alt_lbstresn] < 5 OR [alt_lbstresn] > 500) AND [alt_lborres] != [alt_lbstresn])) AND [chem_nximport] != 'Y'","0"
"1173","36","39","ALB value out of range (1 - 7) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 7) AND !([alb_lbstresn] < 0.5 OR [alb_lbstresn] > 14)) AND [alb_lborres] = [alb_lbstresn] AND [chem_nximport] != 'Y'","0"
"680","28","39","TVR discon AE (Other) doesn't match EOT.","([tvr_oth_suppcm_cmncmpae] != '' AND [dis_oth_suppds_ncmpae] != '') AND ([tvr_oth_suppcm_cmncmpae] != [dis_oth_suppds_ncmpae])","1"
"180","21","39","TVR discon AE (Other) doesn't match EOT.","([tvr_oth_suppcm_cmncmpae] != '' AND [dis_oth_suppds_ncmpae] != '') AND ([tvr_oth_suppcm_cmncmpae] != [dis_oth_suppds_ncmpae])","1"
"1759","38","39","PLT Imported value/units out of range (12.5 - 1100) 10^3/uL","[plat_im_lborres] != '' AND [plat_im_lborresu] != '' AND [plat_im_lbstresn] != '' AND [plat_im_nxtrust] != 'N' AND (([plat_im_lbstresn] < 12.5 OR [plat_im_lbstresn] > 1100) OR (([plat_im_lbstresn] < 25 OR [plat_im_lbstresn] > 550) AND [plat_im_lborres] != [plat_im_lbstresn]))","0"
"1029","26","40","ALT Imported value/units out of range (3.5 - 1000) IU/L","[alt_im_lborres] != '' AND [alt_im_lborresu] != '' AND [alt_im_lbstresn] != '' AND [alt_im_nxtrust] != 'N' AND (([alt_im_lbstresn] < 3.5 OR [alt_im_lbstresn] > 1000) OR (([alt_im_lbstresn] < 7 OR [alt_im_lbstresn] > 500) AND [alt_im_lborres] != [alt_im_lbstresn]))","0"
"806","31","40","Clinical: HGB out of range (6 - 19) g/dL","[hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND !([hemo_lbstresn] < 3 OR [hemo_lbstresn] > 38)) AND [hemo_lborres] = [hemo_lbstresn]","0"
"1142","36","40","PLT value/units out of range (12.5 - 1100) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND ((([plat_lbstresn] < 12.5 OR [plat_lbstresn] > 1100) OR (([plat_lbstresn] < 25 OR [plat_lbstresn] > 550) AND [plat_lborres] != [plat_lbstresn]))) AND [cbc_nximport] != 'Y'","0"
"1679","38","40","PLT value out of range (25 - 550) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND (([plat_lbstresn] < 25 OR [plat_lbstresn] > 550) AND !([plat_lbstresn] < 12.5 OR [plat_lbstresn] > 1100)) AND [plat_lborres] = [plat_lbstresn]","0"
"681","28","40","AE start date cannot be in the future.","[ae_aestdtc] != '' AND rounddown(datediff('today', [ae_aestdtc], 'd', true)) > 0","1"
"181","21","40","AE start date cannot be in the future.","[ae_aestdtc] != '' AND rounddown(datediff('today', [ae_aestdtc], 'd', true)) > 0","1"
"807","31","41","Clinical: ALT out of range (7 - 500) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 7 OR [alt_lbstresn] > 500) AND !([alt_lbstresn] < 3.5 OR [alt_lbstresn] > 1000)) AND [alt_lborres] = [alt_lbstresn]","0"
"1655","38","41","ALT value/units out of range (2.5 - 1000) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 2.5 OR [alt_lbstresn] > 1000) OR (([alt_lbstresn] < 5 OR [alt_lbstresn] > 500) AND [alt_lborres] != [alt_lbstresn]))","0"
"682","28","41","AE start date cannot be prior to TX start.","[ae_aestdtc] != '' AND [baseline_arm_1][dm_rfstdtc] != '' AND [ae_aestdtc] < [baseline_arm_1][dm_rfstdtc]","1"
"182","21","41","AE start date cannot be prior to TX start.","[ae_aestdtc] != '' AND [baseline_arm_1][dm_rfstdtc] != '' AND [ae_aestdtc] < [baseline_arm_1][dm_rfstdtc]","1"
"720","26","41","ALT value out of range (5 - 500) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 5 OR [alt_lbstresn] > 500) AND !([alt_lbstresn] < 2.5 OR [alt_lbstresn] > 1000)) AND [alt_lborres] = [alt_lbstresn] AND [chem_nximport] != 'Y'","0"
"1248","36","41","PLT Imported value/units out of range (12.5 - 1100) 10^3/uL","[plat_im_lborres] != '' AND [plat_im_lborresu] != '' AND [plat_im_lbstresn] != '' AND [plat_im_nxtrust] != 'N' AND (([plat_im_lbstresn] < 12.5 OR [plat_im_lbstresn] > 1100) OR (([plat_im_lbstresn] < 25 OR [plat_im_lbstresn] > 550) AND [plat_im_lborres] != [plat_im_lbstresn]))","0"
"808","31","42","Clinical: AST out of range (7 - 500) IU/L","[ast_lborres] != '' AND [ast_lbstresn] != '' AND (([ast_lbstresn] < 7 OR [ast_lbstresn] > 500) AND !([ast_lbstresn] < 3.5 OR [ast_lbstresn] > 1000)) AND [ast_lborres] = [ast_lbstresn]","0"
"360","26","42","AST value/units out of range (3.5 - 1000) IU/L","[ast_lborres] != '' AND [ast_lbstresn] != '' AND (([ast_lbstresn] < 3.5 OR [ast_lbstresn] > 1000) OR (([ast_lbstresn] < 7 OR [ast_lbstresn] > 500) AND [ast_lborres] != [ast_lbstresn])) AND [chem_nximport] != 'Y'","0"
"1168","36","42","PLT value out of range (25 - 550) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND (([plat_lbstresn] < 25 OR [plat_lbstresn] > 550) AND !([plat_lbstresn] < 12.5 OR [plat_lbstresn] > 1100)) AND [plat_lborres] = [plat_lbstresn] AND [cbc_nximport] != 'Y'","0"
"683","28","42","AE start date cannot be prior to SOF start.","[ae_aestdtc] != '' AND [sof_cmstdtc] != '' AND [ae_aestdtc] < [sof_cmstdtc]","1"
"183","21","42","AE start date cannot be prior to SOF start.","[ae_aestdtc] != '' AND [sof_cmstdtc] != '' AND [ae_aestdtc] < [sof_cmstdtc]","1"
"1764","38","42","ALT Imported value/units out of range (3.5 - 1000) IU/L","[alt_im_lborres] != '' AND [alt_im_lborresu] != '' AND [alt_im_lbstresn] != '' AND [alt_im_nxtrust] != 'N' AND (([alt_im_lbstresn] < 3.5 OR [alt_im_lbstresn] > 1000) OR (([alt_im_lbstresn] < 7 OR [alt_im_lbstresn] > 500) AND [alt_im_lborres] != [alt_im_lbstresn]))","0"
"1030","26","43","AST Imported value/units out of range (3.5 - 1000) IU/L","[ast_im_lborres] != '' AND [ast_im_lborresu] != '' AND [ast_im_lbstresn] != '' AND [ast_im_nxtrust] != 'N' AND (([ast_im_lbstresn] < 3.5 OR [ast_im_lbstresn] > 1000) OR (([ast_im_lbstresn] < 7 OR [ast_im_lbstresn] > 500) AND [ast_im_lborres] != [ast_im_lbstresn]))","0"
"809","31","43","Clinical: Total BILI out of range (0.1 - 7) mg/dL","[tbil_lborres] != '' AND [tbil_lbstresn] != '' AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND !([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 14)) AND [tbil_lborres] = [tbil_lbstresn]","0"
"1144","36","43","ALT value/units out of range (2.5 - 1000) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 2.5 OR [alt_lbstresn] > 1000) OR (([alt_lbstresn] < 5 OR [alt_lbstresn] > 500) AND [alt_lborres] != [alt_lbstresn])) AND [chem_nximport] != 'Y'","0"
"1681","38","43","ALT value out of range (5 - 500) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 5 OR [alt_lbstresn] > 500) AND !([alt_lbstresn] < 2.5 OR [alt_lbstresn] > 1000)) AND [alt_lborres] = [alt_lbstresn]","0"
"686","28","43","SAE 'Results in Death' and Outcome 'Fatal' must match.","[ae_aesdth] != '' AND [ae_aeout] != '' AND (([ae_aesdth] = 'Y' AND [ae_aeout] != 'FATAL') OR ([ae_aesdth] = 'N' AND [ae_aeout] = 'FATAL'))","1"
"187","21","43","SAE 'Results in Death' and Outcome 'Fatal' must match.","[ae_aesdth] != '' AND [ae_aeout] != '' AND (([ae_aesdth] = 'Y' AND [ae_aeout] != 'FATAL') OR ([ae_aesdth] = 'N' AND [ae_aeout] = 'FATAL'))","1"
"817","31","44","Clinical: DBIL out of range (0 - 2) mg/dL","[dbil_lborres] != '' AND [dbil_lbstresn] != '' AND (([dbil_lbstresn] < 0 OR [dbil_lbstresn] > 2) AND !([dbil_lbstresn] > 4)) AND [dbil_lborres] = [dbil_lbstresn]","0"
"1656","38","44","AST value/units out of range (3.5 - 1000) IU/L","[ast_lborres] != '' AND [ast_lbstresn] != '' AND (([ast_lbstresn] < 3.5 OR [ast_lbstresn] > 1000) OR (([ast_lbstresn] < 7 OR [ast_lbstresn] > 500) AND [ast_lborres] != [ast_lbstresn]))","0"
"684","28","44","ConMed start date cannot be in the future.","[cm_cmstdtc] != '' AND rounddown(datediff('today', [cm_cmstdtc], 'd', true)) > 0","1"
"184","21","44","ConMed start date cannot be in the future.","[cm_cmstdtc] != '' AND rounddown(datediff('today', [cm_cmstdtc], 'd', true)) > 0","1"
"721","26","44","AST value out of range (7 - 500) IU/L","[ast_lborres] != '' AND [ast_lbstresn] != '' AND (([ast_lbstresn] < 7 OR [ast_lbstresn] > 500) AND !([ast_lbstresn] < 3.5 OR [ast_lbstresn] > 1000)) AND [ast_lborres] = [ast_lbstresn] AND [chem_nximport] != 'Y'","0"
"1253","36","44","ALT Imported value/units out of range (3.5 - 1000) IU/L","[alt_im_lborres] != '' AND [alt_im_lborresu] != '' AND [alt_im_lbstresn] != '' AND [alt_im_nxtrust] != 'N' AND (([alt_im_lbstresn] < 3.5 OR [alt_im_lbstresn] > 1000) OR (([alt_im_lbstresn] < 7 OR [alt_im_lbstresn] > 500) AND [alt_im_lborres] != [alt_im_lbstresn]))","0"
"810","31","45","Clinical: ALB out of range (1 - 7) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 7) AND !([alb_lbstresn] < .5 OR [alb_lbstresn] > 14)) AND [alb_lborres] = [alb_lbstresn]","0"
"353","26","45","WBC value/units out of range (0.5 - 36) 10^3/uL","[wbc_lborres] != '' AND [wbc_lbstresn] != '' AND (([wbc_lbstresn] < 0.5 OR [wbc_lbstresn] > 36) OR (([wbc_lbstresn] < 1 OR [wbc_lbstresn] > 18) AND [wbc_lborres] != [wbc_lbstresn])) AND [cbc_nximport] != 'Y'","0"
"1170","36","45","ALT value out of range (5 - 500) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 5 OR [alt_lbstresn] > 500) AND !([alt_lbstresn] < 2.5 OR [alt_lbstresn] > 1000)) AND [alt_lborres] = [alt_lbstresn] AND [chem_nximport] != 'Y'","0"
"685","28","45","Baseline MELD Score should not be > 28","[meld_suppfa_fameld] != '' AND [meld_suppfa_fameld] > 28","0"
"185","21","45","Baseline MELD Score should not be > 28","[meld_suppfa_fameld] != '' AND [meld_suppfa_fameld] > 28","0"
"1765","38","45","AST Imported value/units out of range (3.5 - 1000) IU/L","[ast_im_lborres] != '' AND [ast_im_lborresu] != '' AND [ast_im_lbstresn] != '' AND [ast_im_nxtrust] != 'N' AND (([ast_im_lbstresn] < 3.5 OR [ast_im_lbstresn] > 1000) OR (([ast_im_lbstresn] < 7 OR [ast_im_lbstresn] > 500) AND [ast_im_lborres] != [ast_im_lbstresn]))","0"
"811","31","46","Clinical: CREAT out of range (0.4 - 3) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .3 OR [creat_lbstresn] > 4) AND !([creat_lbstresn] < .15 OR [creat_lbstresn] > 8)) AND [creat_lborres] = [creat_lbstresn]","0"
